GID0,CODIGO1,NOME_MUN2,CO_IBGE3,CO_TEMA4,CO_SUBTE5,CO_INDIC6,NU_ANO7,VALOR8
62,120033,Mâncio Lima,120033,1,3,42,2010,15.5
80,130020,Atalaia do Norte,130020,1,3,42,2010,62.5
68,120042,Rodrigues Alves,120042,1,3,42,2010,20.6
99,130165,Guajará,130165,1,3,42,2010,32.7
58,120020,Cruzeiro do Sul,120020,1,3,42,2010,11.9
66,120039,Porto Walter,120039,1,3,42,2010,54.1
64,120035,Marechal Thaumaturgo,120035,1,3,42,2010,41.7
61,120032,Jordão,120032,1,3,42,2010,53.2
72,120060,Tarauacá,120060,1,3,42,2010,32.3
60,120030,Feijó,120030,1,3,42,2010,15.3
101,130180,Ipixuna,130180,1,3,42,2010,52.3
96,130140,Eirunepé,130140,1,3,42,2010,26.3
84,130060,Benjamin Constant,130060,1,3,42,2010,44.7
69,120043,Santa Rosa do Purus,120043,1,3,42,2010,10.3
97,130150,Envira,130150,1,3,42,2010,30.4
71,120050,Sena Madureira,120050,1,3,42,2010,10.9
63,120034,Manoel Urbano,120034,1,3,42,2010,9.6
54,120005,Assis Brasil,120005,1,3,42,2010,6.7
108,130230,Jutaí,130230,1,3,42,2010,33.7
127,130390,São Paulo de Olivença,130390,1,3,42,2010,58.3
106,130210,Japurá,130210,1,3,42,2010,51.7
126,130380,São Gabriel da Cachoeira,130380,1,3,42,2010,43.9
130,130406,Tabatinga,130406,1,3,42,2010,19
125,130370,Santo Antônio do Içá,130370,1,3,42,2010,37.1
121,130350,Pauini,130350,1,3,42,2010,40.7
55,120010,Brasiléia,120010,1,3,42,2010,5.2
104,130195,Itamarati,130195,1,3,42,2010,42.1
67,120040,Rio Branco,120040,1,3,42,2010,3.1
87,130070,Boca do Acre,130070,1,3,42,2010,26.6
73,120070,Xapuri,120070,1,3,42,2010,10.7
59,120025,Epitaciolândia,120025,1,3,42,2010,6.9
133,130423,Tonantins,130423,1,3,42,2010,40.3
76,130006,Amaturá,130006,1,3,42,2010,33
56,120013,Bujari,120013,1,3,42,2010,13.6
91,130100,Carauari,130100,1,3,42,2010,18.3
74,120080,Porto Acre,120080,1,3,42,2010,7.4
57,120017,Capixaba,120017,1,3,42,2010,8.6
70,120045,Senador Guiomard,120045,1,3,42,2010,2.6
131,130410,Tapauá,130410,1,3,42,2010,32.3
65,120038,Plácido de Castro,120038,1,3,42,2010,3.3
124,130360,Santa Isabel do Rio Negro,130360,1,3,42,2010,42.1
109,130240,Lábrea,130240,1,3,42,2010,24.8
98,130160,Fonte Boa,130160,1,3,42,2010,31.6
107,130220,Juruá,130220,1,3,42,2010,49.1
53,120001,Acrelândia,120001,1,3,42,2010,1
132,130420,Tefé,130420,1,3,42,2010,9.5
17,110020,Porto Velho,110020,1,3,42,2010,1.7
114,130280,Maraã,130280,1,3,42,2010,47
134,130426,Uarini,130426,1,3,42,2010,35.1
75,130002,Alvarães,130002,1,3,42,2010,18.7
94,130120,Coari,130120,1,3,42,2010,30.1
10,110010,Guajará-Mirim,110010,1,3,42,2010,2.6
24,110033,Nova Mamoré,110033,1,3,42,2010,1.4
82,130040,Barcelos,130040,1,3,42,2010,41.6
90,130090,Canutama,130090,1,3,42,2010,22.4
137,140002,Amajari,140002,1,3,42,2010,31.6
8,110008,Costa Marques,110008,1,3,42,2010,0.7
95,130130,Codajás,130130,1,3,42,2010,27.1
28,110045,Buritis,110045,1,3,42,2010,0.4
138,140005,Alto Alegre,140005,1,3,42,2010,31.5
31,110070,Campo Novo de Rondônia,110070,1,3,42,2010,5.4
46,110149,São Francisco do Guaporé,110149,1,3,42,2010,1
118,130320,Novo Airão,130320,1,3,42,2010,22.9
144,140028,Iracema,140028,1,3,42,2010,15.7
32,110080,Candeias do Jamari,110080,1,3,42,2010,2.2
27,110040,Alto Paraíso,110040,1,3,42,2010,0.3
47,110150,Seringueiras,110150,1,3,42,2010,0.3
100,130170,Humaitá,130170,1,3,42,2010,19
23,110032,São Miguel do Guaporé,110032,1,3,42,2010,0.3
36,110100,Governador Jorge Teixeira,110100,1,3,42,2010,0.2
2,110002,Ariquemes,110002,1,3,42,2010,0.3
40,110140,Monte Negro,110140,1,3,42,2010,0.6
37,110110,Itapuã do Oeste,110110,1,3,42,2010,1.1
30,110060,Cacaulândia,110060,1,3,42,2010,1.2
25,110034,Alvorada D'Oeste,110034,1,3,42,2010,0.6
39,110130,Mirante da Serra,110130,1,3,42,2010,0.4
11,110011,Jaru,110011,1,3,42,2010,0.6
19,110026,Rio Crespo,110026,1,3,42,2010,0.3
35,110094,Cujubim,110094,1,3,42,2010,1.3
145,140030,Mucajaí,140030,1,3,42,2010,2.6
78,130010,Anori,130010,1,3,42,2010,33.1
1,110001,Alta Floresta D'Oeste,110001,1,3,42,2010,0.5
113,130270,Manicoré,130270,1,3,42,2010,30.7
85,130063,Beruri,130063,1,3,42,2010,36.7
142,140020,Caracaraí,140020,1,3,42,2010,9.5
41,110143,Nova União,110143,1,3,42,2010,0.3
50,110170,Urupá,110170,1,3,42,2010,2.8
49,110160,Theobroma,110160,1,3,42,2010,0.4
89,130083,Caapiranga,130083,1,3,42,2010,23.4
13,110013,Machadinho D'Oeste,110013,1,3,42,2010,1.5
15,110015,Ouro Preto do Oeste,110015,1,3,42,2010,0.7
48,110155,Teixeirópolis,110155,1,3,42,2010,0.2
14,110014,Nova Brasilândia D'Oeste,110014,1,3,42,2010,0.8
51,110175,Vale do Anari,110175,1,3,42,2010,2
26,110037,Alto Alegre dos Parecis,110037,1,3,42,2010,1.5
52,110180,Vale do Paraíso,110180,1,3,42,2010,0.1
29,110050,Novo Horizonte do Oeste,110050,1,3,42,2010,1.6
18,110025,Presidente Médici,110025,1,3,42,2010,0.5
12,110012,Ji-Paraná,110012,1,3,42,2010,0.2
43,110146,Pimenteiras do Oeste,110146,1,3,42,2010,1.6
77,130008,Anamã,130008,1,3,42,2010,36.5
33,110090,Castanheiras,110090,1,3,42,2010,1.3
20,110028,Rolim de Moura,110028,1,3,42,2010,0.6
5,110005,Cerejeiras,110005,1,3,42,2010,0.1
21,110029,Santa Luzia D'Oeste,110029,1,3,42,2010,1.6
148,140047,Rorainópolis,140047,1,3,42,2010,6.6
4,110004,Cacoal,110004,1,3,42,2010,0.3
38,110120,Ministro Andreazza,110120,1,3,42,2010,0.6
119,130330,Novo Aripuanã,130330,1,3,42,2010,28.3
42,110145,Parecis,110145,1,3,42,2010,2.7
5211,510325,Colniza,510325,1,3,42,2010,2.8
5291,510757,Rondolândia,510757,1,3,42,2010,4.8
16,110018,Pimenta Bueno,110018,1,3,42,2010,0.4
45,110148,São Felipe D'Oeste,110148,1,3,42,2010,0.3
147,140045,Pacaraima,140045,1,3,42,2010,10.7
7,110007,Corumbiara,110007,1,3,42,2010,1.4
110,130250,Manacapuru,130250,1,3,42,2010,20
44,110147,Primavera de Rondônia,110147,1,3,42,2010,0.2
34,110092,Chupinguaia,110092,1,3,42,2010,8.4
88,130080,Borba,130080,1,3,42,2010,39.4
9,110009,Espigão D'Oeste,110009,1,3,42,2010,0.3
111,130255,Manaquiri,130255,1,3,42,2010,52.9
141,140017,Cantá,140017,1,3,42,2010,2.5
139,140010,Boa Vista,140010,1,3,42,2010,0.3
102,130185,Iranduba,130185,1,3,42,2010,16.3
122,130353,Presidente Figueiredo,130353,1,3,42,2010,8.3
3,110003,Cabixi,110003,1,3,42,2010,1.1
22,110030,Vilhena,110030,1,3,42,2010,0.8
92,130110,Careiro,130110,1,3,42,2010,28.5
112,130260,Manaus,130260,1,3,42,2010,0.8
6,110006,Colorado do Oeste,110006,1,3,42,2010,0.8
151,140070,Uiramutã,140070,1,3,42,2010,36.2
5212,510330,Comodoro,510330,1,3,42,2010,3.4
5192,510140,Aripuanã,510140,1,3,42,2010,5.2
79,130014,Apuí,130014,1,3,42,2010,8
140,140015,Bonfim,140015,1,3,42,2010,3.5
5243,510550,Vila Bela da Santíssima Trindade,510550,1,3,42,2010,2.6
146,140040,Normandia,140040,1,3,42,2010,13.4
5237,510515,Juína,510515,1,3,42,2010,0.6
150,140060,São Luiz,140060,1,3,42,2010,0.5
5252,510618,Nova Lacerda,510618,1,3,42,2010,6.8
81,130030,Autazes,130030,1,3,42,2010,31.4
135,130430,Urucará,130430,1,3,42,2010,13.3
93,130115,Careiro da Várzea,130115,1,3,42,2010,77.4
149,140050,São João da Baliza,140050,1,3,42,2010,0.6
5272,510675,Pontes e Lacerda,510675,1,3,42,2010,0.9
123,130356,Rio Preto da Eva,130356,1,3,42,2010,11.4
143,140023,Caroebe,140023,1,3,42,2010,1.6
5214,510336,Conquista D'Oeste,510336,1,3,42,2010,0.7
5275,510682,Porto Esperidião,510682,1,3,42,2010,2.5
128,130395,São Sebastião do Uatumã,130395,1,3,42,2010,31.2
103,130190,Itacoatiara,130190,1,3,42,2010,17.6
5202,510268,Campos de Júlio,510268,1,3,42,2010,2
105,130200,Itapiranga,130200,1,3,42,2010,16.3
117,130310,Nova Olinda do Norte,130310,1,3,42,2010,40.4
116,130300,Nhamundá,130300,1,3,42,2010,36.1
5312,510835,Vale de São Domingos,510835,1,3,42,2010,1.9
5215,510337,Cotriguaçu,510337,1,3,42,2010,3.8
5306,510795,Tangará da Serra,510795,1,3,42,2010,1.1
5235,510500,Jauru,510500,1,3,42,2010,0.3
129,130400,Silves,130400,1,3,42,2010,35.9
5301,510787,Sapezal,510787,1,3,42,2010,0.8
5206,510285,Castanheira,510285,1,3,42,2010,0.5
115,130290,Maués,130290,1,3,42,2010,39
199,150300,Faro,150300,1,3,42,2010,17.3
234,150530,Oriximiná,150530,1,3,42,2010,23.1
5238,510517,Juruena,510517,1,3,42,2010,3.3
5222,510380,Figueirópolis D'Oeste,510380,1,3,42,2010,1.1
5194,510170,Barra do Bugres,510170,1,3,42,2010,1
5198,510250,Cáceres,510250,1,3,42,2010,1.4
5190,510125,Araputanga,510125,1,3,42,2010,0.5
5228,510450,Indiavaí,510450,1,3,42,2010,0.8
5281,510715,Reserva do Cabaçal,510715,1,3,42,2010,2.7
5250,510615,Nova Bandeirantes,510615,1,3,42,2010,0.7
5280,510710,São José dos Quatro Marcos,510710,1,3,42,2010,0.8
5187,510080,Apiacás,510080,1,3,42,2010,2.8
5225,510395,Glória D'Oeste,510395,1,3,42,2010,2
5197,510190,Brasnorte,510190,1,3,42,2010,4.7
211,150375,Jacareacanga,150375,1,3,42,2010,18.1
5236,510510,Juara,510510,1,3,42,2010,1.4
5200,510263,Campo Novo do Parecis,510263,1,3,42,2010,0.5
5295,510775,Salto do Céu,510775,1,3,42,2010,1.1
5284,510720,Rio Branco,510720,1,3,42,2010,0.7
5246,510562,Mirassol d'Oeste,510562,1,3,42,2010,0.3
136,130440,Urucurituba,130440,1,3,42,2010,32.6
5126,500320,Corumbá,500320,1,3,42,2010,4.3
5240,510523,Lambari D'Oeste,510523,1,3,42,2010,2.2
86,130068,Boa Vista do Ramos,130068,1,3,42,2010,30
5162,500690,Porto Murtinho,500690,1,3,42,2010,8.8
5217,510343,Curvelândia,510343,1,3,42,2010,0.1
209,150360,Itaituba,150360,1,3,42,2010,2.6
5257,510623,Nova Olímpia,510623,1,3,42,2010,0.6
5219,510350,Diamantino,510350,1,3,42,2010,1.3
5318,510890,Nova Maringá,510890,1,3,42,2010,8.2
5286,510726,Santo Afonso,510726,1,3,42,2010,6.5
5317,510885,Nova Marilândia,510885,1,3,42,2010,3.2
5319,510895,Nova Monte Verde,510895,1,3,42,2010,0
5269,510650,Poconé,510650,1,3,42,2010,3.3
5148,500520,Ladário,500520,1,3,42,2010,3.8
4641,430187,Barra do Quaraí,430187,1,3,42,2010,1.4
5261,510627,Novo Horizonte do Norte,510627,1,3,42,2010,3.9
5276,510685,Porto Estrela,510685,1,3,42,2010,2.1
5121,500280,Caracol,500280,1,3,42,2010,3.2
83,130050,Barreirinha,130050,1,3,42,2010,36.1
5274,510680,Porto dos Gaúchos,510680,1,3,42,2010,2.6
120,130340,Parintins,130340,1,3,42,2010,20.3
5288,510730,São José do Rio Claro,510730,1,3,42,2010,6
5077,432240,Uruguaiana,432240,1,3,42,2010,0.9
5249,510610,Nossa Senhora do Livramento,510610,1,3,42,2010,17.1
5218,510345,Denise,510345,1,3,42,2010,0.5
5230,510454,Itanhangá,510454,1,3,42,2010,3.6
5305,510794,Tabaporã,510794,1,3,42,2010,2
5263,510629,Paranaíta,510629,1,3,42,2010,0.2
5151,500560,Miranda,500560,1,3,42,2010,1.2
5114,500210,Bela Vista,500210,1,3,42,2010,1.8
5109,500110,Aquidauana,500110,1,3,42,2010,1.7
5115,500215,Bodoquena,500215,1,3,42,2010,4.8
5293,510770,Rosário Oeste,510770,1,3,42,2010,7.5
5185,510050,Alto Paraguai,510050,1,3,42,2010,8.5
5181,510025,Alta Floresta,510025,1,3,42,2010,0.5
5191,510130,Arenápolis,510130,1,3,42,2010,1.6
5307,510800,Tapurah,510800,1,3,42,2010,0.4
165,150100,Aveiro,150100,1,3,42,2010,20.6
5248,510600,Nortelândia,510600,1,3,42,2010,2.4
5145,500500,Jardim,500500,1,3,42,2010,0.4
5116,500220,Bonito,500220,1,3,42,2010,2.9
4818,431060,Itaqui,431060,1,3,42,2010,1.1
5256,510622,Nova Mutum,510622,1,3,42,2010,0.5
213,150390,Juruti,150390,1,3,42,2010,16.1
5234,510490,Jangada,510490,1,3,42,2010,5.6
283,150797,Terra Santa,150797,1,3,42,2010,12.1
5193,510160,Barão de Melgaço,510160,1,3,42,2010,26
4939,431530,Quaraí,431530,1,3,42,2010,1.4
286,150805,Trairão,150805,1,3,42,2010,3.5
4610,430040,Alegrete,430040,1,3,42,2010,1.1
5241,510525,Lucas do Rio Verde,510525,1,3,42,2010,0.1
5255,510621,Nova Canaã do Norte,510621,1,3,42,2010,0.8
5313,510840,Várzea Grande,510840,1,3,42,2010,1
5179,510010,Acorizal,510010,1,3,42,2010,4.7
5229,510452,Ipiranga do Norte,510452,1,3,42,2010,1
5247,510590,Nobres,510590,1,3,42,2010,6
264,150680,Santarém,150680,1,3,42,2010,7
5107,500090,Antônio João,500090,1,3,42,2010,0.2
4985,431800,São Borja,431800,1,3,42,2010,0.3
5231,510455,Itaúba,510455,1,3,42,2010,1.3
5216,510340,Cuiabá,510340,1,3,42,2010,1.4
4972,431710,Sant' Ana do Livramento,431710,1,3,42,2010,1
232,150510,Óbidos,150510,1,3,42,2010,26.3
4843,431171,Maçambará,431171,1,3,42,2010,0.4
230,150503,Novo Progresso,150503,1,3,42,2010,2.5
5154,500580,Nioaque,500580,1,3,42,2010,1.2
5137,500410,Guia Lopes da Laguna,500410,1,3,42,2010,0.7
5205,510279,Carlinda,510279,1,3,42,2010,0.6
5207,510300,Chapada dos Guimarães,510300,1,3,42,2010,7.4
5104,500070,Anastácio,500070,1,3,42,2010,0.9
5299,510780,Santo Antônio do Leverger,510780,1,3,42,2010,5.9
5304,510792,Sorriso,510792,1,3,42,2010,0.3
5161,500660,Ponta Porã,500660,1,3,42,2010,0.7
5260,510626,Novo Mundo,510626,1,3,42,2010,1.9
254,150619,Rurópolis,150619,1,3,42,2010,5.2
4845,431175,Manoel Viana,431175,1,3,42,2010,0.2
5150,500540,Maracaju,500540,1,3,42,2010,0.5
5303,510790,Sinop,510790,1,3,42,2010,0.4
4780,430865,Garruchos,430865,1,3,42,2010,0.3
5296,510776,Santa Rita do Trivelato,510776,1,3,42,2010,4.7
4980,431770,Santo Antônio das Missões,431770,1,3,42,2010,0.3
158,150050,Almeirim,150050,1,3,42,2010,18.5
5210,510320,Colíder,510320,1,3,42,2010,0.4
4957,431640,Rosário do Sul,431640,1,3,42,2010,1.3
5110,500124,Aral Moreira,500124,1,3,42,2010,1.3
5254,510620,Nova Brasilândia,510620,1,3,42,2010,15.4
159,150060,Altamira,150060,1,3,42,2010,4.6
5232,510460,Itiquira,510460,1,3,42,2010,1.9
5314,510850,Vera,510850,1,3,42,2010,0.1
5130,500348,Dois Irmãos do Buriti,500348,1,3,42,2010,1.1
5316,510880,Nova Guarita,510880,1,3,42,2010,0.3
5159,500635,Paranhos,500635,1,3,42,2010,4.8
5125,500315,Coronel Sapucaia,500315,1,3,42,2010,2.8
4816,431055,Itacurubi,431055,1,3,42,2010,2.1
5132,500370,Dourados,500370,1,3,42,2010,0.1
4987,431810,São Francisco de Assis,431810,1,3,42,2010,0.7
5258,510624,Nova Ubiratã,510624,1,3,42,2010,2.7
5208,510305,Cláudia,510305,1,3,42,2010,1.2
5166,500740,Rio Verde de Mato Grosso,500740,1,3,42,2010,1.3
5201,510267,Campo Verde,510267,1,3,42,2010,1
5009,431920,São Nicolau,431920,1,3,42,2010,0.4
5103,500060,Amambai,500060,1,3,42,2010,2.3
157,150040,Alenquer,150040,1,3,42,2010,7.8
195,150285,Curuá,150285,1,3,42,2010,19.2
5285,510724,Santa Carmem,510724,1,3,42,2010,0.7
5124,500310,Corguinho,500310,1,3,42,2010,4.9
5176,500800,Terenos,500800,1,3,42,2010,1.2
4922,431455,Pirapó,431455,1,3,42,2010,0.7
5149,500525,Laguna Carapã,500525,1,3,42,2010,1
5308,510805,Terra Nova do Norte,510805,1,3,42,2010,0.3
4956,431630,Roque Gonzales,431630,1,3,42,2010,0.2
5172,500790,Sidrolândia,500790,1,3,42,2010,0.5
5076,432237,Unistalda,432237,1,3,42,2010,0.6
4658,430250,Bossoroca,430250,1,3,42,2010,0.3
4664,430290,Cacequi,430290,1,3,42,2010,0.5
5128,500330,Coxim,500330,1,3,42,2010,1.8
5253,510619,Nova Santa Helena,510619,1,3,42,2010,2
5233,510480,Jaciara,510480,1,3,42,2010,1.9
5170,500770,Sete Quedas,500770,1,3,42,2010,1.2
4933,431510,Porto Xavier,431510,1,3,42,2010,0.3
5174,500795,Tacuru,500795,1,3,42,2010,4.3
5239,510520,Juscimeira,510520,1,3,42,2010,1.1
5245,510560,Matupá,510560,1,3,42,2010,0.9
5221,510370,Feliz Natal,510370,1,3,42,2010,0.2
5165,500730,Rio Negro,500730,1,3,42,2010,2.3
171,150145,Belterra,150145,1,3,42,2010,18.9
5004,431890,São Luiz Gonzaga,431890,1,3,42,2010,0.3
5267,510642,Peixoto de Azevedo,510642,1,3,42,2010,2.4
5173,500793,Sonora,500793,1,3,42,2010,0.4
4734,430635,Dezesseis de Novembro,430635,1,3,42,2010,0.2
4741,430660,Dom Pedrito,430660,1,3,42,2010,2.1
5021,431980,São Vicente do Sul,431980,1,3,42,2010,0.4
4976,431740,Santiago,431740,1,3,42,2010,0.2
5118,500240,Caarapó,500240,1,3,42,2010,2
5140,500450,Itaporã,500450,1,3,42,2010,1.6
5264,510630,Paranatinga,510630,1,3,42,2010,2.9
4930,431500,Porto Lucena,431500,1,3,42,2010,0.5
5010,431930,São Paulo das Missões,431930,1,3,42,2010,0.3
5226,510410,Guarantã do Norte,510410,1,3,42,2010,1
5167,500750,Rochedo,500750,1,3,42,2010,0.5
5164,500720,Rio Brilhante,500720,1,3,42,2010,0.2
5220,510360,Dom Aquino,510360,1,3,42,2010,4.1
4932,431507,Porto Vera Cruz,431507,1,3,42,2010,0.2
5292,510760,Rondonópolis,510760,1,3,42,2010,0.3
4952,431595,Rolador,431595,1,3,42,2010,0.3
244,150565,Placas,150565,1,3,42,2010,7.1
5268,510645,Planalto da Serra,510645,1,3,42,2010,0.5
5290,510740,São Pedro da Cipa,510740,1,3,42,2010,1
5013,431937,São Pedro do Butiá,431937,1,3,42,2010,0.1
4674,430370,Campina das Missões,430370,1,3,42,2010,0
225,150480,Monte Alegre,150480,1,3,42,2010,6.2
4881,431303,Nova Esperança do Sul,431303,1,3,42,2010,0.1
5120,500270,Campo Grande,500270,1,3,42,2010,0.2
4609,430030,Alecrim,430030,1,3,42,2010,0.2
5244,510558,Marcelândia,510558,1,3,42,2010,0.4
5138,500430,Iguatemi,500430,1,3,42,2010,1.4
4989,431830,São Gabriel,431830,1,3,42,2010,0.8
302,160027,Laranjal do Jari,160027,1,3,42,2010,4.8
4961,431647,Salvador das Missões,431647,1,3,42,2010,0
4983,431790,Santo Cristo,431790,1,3,42,2010,0.1
4827,431110,Jaguari,431110,1,3,42,2010,1.2
4680,430430,Cândido Godói,430430,1,3,42,2010,0.2
4688,430465,Capão do Cipó,430465,1,3,42,2010,1
4706,430520,Cerro Largo,430520,1,3,42,2010,0.5
5169,500769,São Gabriel do Oeste,500769,1,3,42,2010,0.9
4668,430330,Caibaté,430330,1,3,42,2010,0.5
5144,500490,Jaraguari,500490,1,3,42,2010,6.1
5160,500640,Pedro Gomes,500640,1,3,42,2010,2.1
5111,500150,Bandeirantes,500150,1,3,42,2010,0.3
4856,431217,Mato Queimado,431217,1,3,42,2010,0
5147,500515,Juti,500515,1,3,42,2010,3.5
5074,432234,Ubiretama,432234,1,3,42,2010,0
5008,431915,São Miguel das Missões,431915,1,3,42,2010,0.4
4931,431505,Porto Mauá,431505,1,3,42,2010,0.1
5311,510830,União do Sul,510830,1,3,42,2010,1.1
4838,431150,Lavras do Sul,431150,1,3,42,2010,1.1
5143,500480,Japorã,500480,1,3,42,2010,5.9
5155,500600,Nova Alvorada do Sul,500600,1,3,42,2010,0.5
4634,430160,Bagé,430160,1,3,42,2010,0.5
4794,430950,Guarani das Missões,430950,1,3,42,2010,0.2
5278,510704,Primavera do Leste,510704,1,3,42,2010,0.2
4973,431720,Santa Rosa,431720,1,3,42,2010,0.1
5131,500350,Douradina,500350,1,3,42,2010,0.2
5072,432230,Tuparendi,432230,1,3,42,2010,0.1
5277,510700,Poxoréo,510700,1,3,42,2010,2.4
5134,500380,Fátima do Sul,500380,1,3,42,2010,0.1
4892,431342,Novo Machado,431342,1,3,42,2010,0.1
5266,510637,Pedra Preta,510637,1,3,42,2010,1.2
4029,410830,Foz do Iguaçu,410830,1,3,42,2010,0.1
5029,432032,Senador Salgado Filho,432032,1,3,42,2010,0.3
5098,432375,Vitória das Missões,432375,1,3,42,2010,0.1
4853,431210,Mata,431210,1,3,42,2010,1.1
5067,432210,Tucunduva,432210,1,3,42,2010,0.3
5035,432057,Sete de Setembro,432057,1,3,42,2010,0
4977,431750,Santo Ângelo,431750,1,3,42,2010,0.2
4785,430900,Giruá,430900,1,3,42,2010,0.2
4829,431113,Jari,431113,1,3,42,2010,0.5
5178,500840,Vicentina,500840,1,3,42,2010,0.8
5014,431940,São Pedro do Sul,431940,1,3,42,2010,0.4
4243,412405,Santa Terezinha de Itaipu,412405,1,3,42,2010,0.1
4743,430673,Doutor Maurício Cardoso,430673,1,3,42,2010,0.3
4066,411095,Itaipulândia,411095,1,3,42,2010,0
5153,500570,Naviraí,500570,1,3,42,2010,0.5
4749,430693,Entre-Ijuís,430693,1,3,42,2010,0.3
5070,432220,Tupanciretã,432220,1,3,42,2010,0.5
4233,412350,Santa Helena,412350,1,3,42,2010,0.1
4605,430003,Aceguá,430003,1,3,42,2010,30.2
5119,500260,Camapuã,500260,1,3,42,2010,2.2
5146,500510,Jateí,500510,1,3,42,2010,4.2
5152,500568,Mundo Novo,500568,1,3,42,2010,0.3
5061,432180,Três de Maio,432180,1,3,42,2010,0.1
4133,411605,Missal,411605,1,3,42,2010,0.6
5133,500375,Eldorado,500375,1,3,42,2010,0.2
5054,432149,Toropi,432149,1,3,42,2010,0.5
4830,431115,Jóia,431115,1,3,42,2010,0.3
4797,430960,Horizontina,430960,1,3,42,2010,0.1
5141,500460,Itaquiraí,500460,1,3,42,2010,0.4
4263,412570,São Miguel do Iguaçu,412570,1,3,42,2010,0.2
5135,500390,Figueirão,500390,1,3,42,2010,1.5
5287,510729,São José do Povo,510729,1,3,42,2010,1.4
4765,430783,Eugênio de Castro,430783,1,3,42,2010,0.2
4810,431040,Independência,431040,1,3,42,2010,0.2
5136,500400,Glória de Dourados,500400,1,3,42,2010,0.1
4038,410880,Guaíra,410880,1,3,42,2010,0.5
4015,410753,Entre Rios do Oeste,410753,1,3,42,2010,0
4113,411460,Marechal Cândido Rondon,411460,1,3,42,2010,0.1
4735,430637,Dilermando de Aguiar,430637,1,3,42,2010,1.1
4166,411845,Pato Bragado,411845,1,3,42,2010,0
5129,500345,Deodápolis,500345,1,3,42,2010,0.2
290,150815,Uruará,150815,1,3,42,2010,3.4
4130,411585,Mercedes,411585,1,3,42,2010,0
4726,430600,Crissiumal,430600,1,3,42,2010,0.4
4970,431697,Santa Margarida do Sul,431697,1,3,42,2010,1.8
248,150600,Prainha,150600,1,3,42,2010,30.4
5227,510420,Guiratinga,510420,1,3,42,2010,1.8
4008,410715,Diamante D'Oeste,410715,1,3,42,2010,0.9
5053,432147,Tiradentes do Sul,432147,1,3,42,2010,1.1
4259,412545,São José das Palmeiras,412545,1,3,42,2010,0
4941,431532,Quevedos,431532,1,3,42,2010,0.4
4880,431301,Nova Candelária,431301,1,3,42,2010,0
5163,500710,Ribas do Rio Pardo,500710,1,3,42,2010,10
5102,500025,Alcinópolis,500025,1,3,42,2010,4.5
4129,411580,Medianeira,411580,1,3,42,2010,0.1
4997,431849,São José do Inhacorá,431849,1,3,42,2010,0
5298,510779,Santo Antônio do Leste,510779,1,3,42,2010,4.2
4205,412125,Ramilândia,412125,1,3,42,2010,1
4649,430220,Boa Vista do Buricá,430220,1,3,42,2010,0.4
4699,430500,Catuípe,430500,1,3,42,2010,0.2
4286,412740,Terra Roxa,412740,1,3,42,2010,0.2
3916,410050,Altônia,410050,1,3,42,2010,0.3
4611,430045,Alegria,430045,1,3,42,2010,0.2
4273,412635,Serranópolis do Iguaçu,412635,1,3,42,2010,0
4721,430587,Coronel Barros,430587,1,3,42,2010,0.2
4968,431690,Santa Maria,431690,1,3,42,2010,0.9
5106,500085,Angélica,500085,1,3,42,2010,0.3
4632,430150,Augusto Pestana,430150,1,3,42,2010,0.2
4149,411722,Nova Santa Rosa,411722,1,3,42,2010,0
5142,500470,Ivinhema,500470,1,3,42,2010,0.2
4758,430745,Esperança do Sul,430745,1,3,42,2010,0.4
4811,431041,Inhacorá,431041,1,3,42,2010,0.1
5007,431912,São Martinho da Serra,431912,1,3,42,2010,0.2
5223,510385,Gaúcha do Norte,510385,1,3,42,2010,5.2
4799,430970,Humaitá,430970,1,3,42,2010,0.1
4257,412535,São Jorge do Patrocínio,412535,1,3,42,2010,0.1
4806,431020,Ijuí,431020,1,3,42,2010,0.3
5006,431910,São Martinho,431910,1,3,42,2010,0.2
4264,412575,São Pedro do Iguaçu,412575,1,3,42,2010,0.1
4155,411745,Ouro Verde do Oeste,411745,1,3,42,2010,0
4733,430632,Derrubadas,430632,1,3,42,2010,0.3
4303,412855,Vera Cruz do Oeste,412855,1,3,42,2010,0.1
4289,412770,Toledo,412770,1,3,42,2010,0
5026,432023,Sede Nova,432023,1,3,42,2010,0
5064,432190,Três Passos,432190,1,3,42,2010,0.2
4710,430540,Chiapetta,430540,1,3,42,2010,0.2
4305,412862,Alto Paraíso,412862,1,3,42,2010,1.8
4831,431120,Júlio de Castilhos,431120,1,3,42,2010,0.5
4200,412085,Quatro Pontes,412085,1,3,42,2010,0.1
5157,500625,Novo Horizonte do Sul,500625,1,3,42,2010,0.3
5094,432345,Vila Nova do Sul,432345,1,3,42,2010,3
4125,411560,Matelândia,411560,1,3,42,2010,0
5184,510040,Alto Garças,510040,1,3,42,2010,2.4
4798,430965,Hulha Negra,430965,1,3,42,2010,11
4030,410832,Francisco Alves,410832,1,3,42,2010,0.1
3975,410450,Capanema,410450,1,3,42,2010,0.1
4650,430222,Boa Vista do Cadeado,430222,1,3,42,2010,0
5019,431973,São Valério do Sul,431973,1,3,42,2010,0
5016,431960,São Sepé,431960,1,3,42,2010,0.8
4061,411060,Iporã,411060,1,3,42,2010,0.1
4160,411790,Palotina,411790,1,3,42,2010,0
